[4, 2, 2, 2, 2, 4, 4, 2, 2, 2, 4, 2, 2, 3, 4, 0],23.54007277370409,19.06973525770291,36.1,0.7605294845941799
[4, 4, 2, 3, 2, 1, 1, 3, 4, 4, 2, 1, 3, 1, 2, 0],23.605987958520963,25.739791940038412,32.4,-8.879583880076822
[1, 3, 1, 1, 1, 3, 3, 3, 3, 3, 1, 2, 2, 3, 3, 0],24.60842791028844,31.071912545629726,30.6,-17.743825091259453
[2, 2, 4, 1, 3, 2, 2, 4, 1, 3, 3, 3, 4, 3, 1, 0],22.201798287461205,20.653839810480196,33.9,-0.20767962096039128
[3, 4, 1, 3, 2, 2, 2, 3, 3, 1, 1, 3, 2, 2, 2, 0],22.696671490111193,22.494498929762308,33.7,-3.688997859524619
[2, 3, 4, 1, 2, 1, 1, 1, 2, 4, 1, 1, 1, 2, 1, 0],24.831399962703212,30.59060461708333,25.9,-12.081209234166657
[2, 2, 3, 1, 1, 3, 4, 2, 3, 4, 2, 1, 4, 2, 4, 0],22.59183979992644,22.742993582843344,34.1,-4.585987165686689
[4, 1, 1, 2, 1, 2, 2, 4, 4, 3, 4, 2, 2, 2, 4, 0],24.91217775211529,29.57266757444851,33.0,-17.14533514889702
[2, 3, 1, 3, 3, 3, 2, 1, 1, 2, 4, 2, 4, 2, 3, 0],24.14965034408649,22.227764626396766,31.5,-0.9555292527935322
[2, 2, 2, 3, 4, 1, 3, 3, 2, 1, 3, 4, 3, 1, 3, 0],22.810443511211368,21.477845574180332,33.1,-1.0556911483606655
[2, 3, 3, 4, 4, 1, 4, 1, 4, 1, 3, 2, 2, 3, 3, 0],25.01663162558364,22.511939031520228,33.6,-3.6238780630404577
[1, 2, 2, 4, 4, 1, 2, 1, 2, 3, 1, 4, 3, 4, 1, 0],22.970490447494697,23.52850126841629,29.1,-1.1570025368325787
[3, 4, 3, 2, 1, 1, 3, 1, 3, 4, 2, 4, 1, 2, 2, 0],26.834838836534466,34.82238277414653,30.8,-25.444765548293066
[1, 4, 3, 2, 3, 3, 2, 4, 4, 4, 3, 4, 2, 4, 1, 0],23.807911681261466,22.12486079755114,34.4,-3.649721595102278
[4, 4, 1, 3, 2, 1, 1, 4, 4, 4, 4, 3, 3, 1, 1, 0],22.28268238938722,24.612266788388343,33.5,-7.724533576776686
[4, 4, 2, 1, 1, 2, 1, 1, 2, 1, 2, 4, 4, 1, 2, 0],25.056574300281,37.025762927666364,28.0,-27.051525855332727
