[0, 2, 3, 2, 2, 1, 2, 3, 2, 3, 0, 1, 1, 1, 3, 0],30.97227069718288,24.316151548543964,25.46
[3, 3, 2, 1, 1, 1, 1, 1, 3, 3, 3, 2, 2, 0, 0, 0],34.957136581763905,23.339838103745464,24.58
[1, 0, 3, 0, 1, 0, 1, 3, 0, 3, 1, 0, 0, 3, 3, 0],67.80515615110086,25.23418056701934,19.0
[3, 3, 1, 0, 0, 0, 2, 0, 3, 0, 3, 0, 2, 0, 1, 0],101.89895861309655,24.716088382646586,18.0
[1, 2, 3, 3, 0, 0, 0, 1, 1, 3, 0, 0, 2, 2, 3, 0],66.49478918113243,25.849258952868112,21.0
[1, 1, 2, 1, 0, 2, 2, 1, 3, 1, 3, 1, 1, 3, 0, 0],36.954208256899534,23.797135480136884,22.0
[0, 0, 1, 3, 2, 0, 1, 0, 0, 3, 0, 2, 1, 1, 1, 0],64.08892427247584,26.067036261078915,15.0
[0, 2, 2, 2, 2, 1, 0, 1, 1, 1, 2, 1, 0, 2, 0, 0],41.69638248420901,24.549855446923534,17.0
[0, 2, 0, 1, 1, 1, 1, 2, 3, 2, 3, 1, 2, 1, 3, 0],47.7246035294976,24.929748650450623,22.64
[1, 0, 1, 0, 1, 1, 3, 2, 1, 2, 1, 0, 2, 3, 2, 0],66.95933187614187,25.953144231665714,20.0
[3, 0, 2, 0, 0, 1, 2, 0, 1, 3, 1, 1, 0, 2, 3, 0],69.4058166837628,24.563344491503045,19.0
[2, 0, 2, 2, 1, 2, 3, 1, 1, 3, 0, 1, 0, 3, 0, 0],35.62482409145841,24.519821384458627,20.94
[3, 2, 0, 0, 0, 2, 2, 1, 3, 2, 2, 0, 0, 0, 2, 0],88.05259028506498,22.105892647297242,19.0
[2, 1, 0, 1, 2, 3, 1, 3, 0, 3, 3, 3, 1, 1, 0, 0],42.974535789281845,24.119126294960214,22.94
[0, 0, 1, 0, 2, 3, 3, 3, 1, 2, 3, 0, 1, 0, 3, 0],66.24878022361995,25.164992607834034,20.92
[1, 0, 0, 1, 3, 1, 1, 2, 1, 0, 0, 0, 3, 3, 1, 0],86.14875478231606,27.164410625325708,17.0
[0, 0, 3, 1, 1, 3, 2, 1, 1, 2, 1, 2, 3, 2, 3, 0],37.97749058966464,24.803239497035538,24.28
[2, 1, 3, 3, 2, 1, 3, 1, 1, 2, 3, 3, 1, 1, 3, 0],22.120212312726512,23.019113547529578,29.5
[0, 3, 3, 3, 2, 3, 1, 2, 3, 1, 3, 2, 0, 2, 2, 0],27.983214374907288,23.899733980308397,28.36
[2, 3, 0, 3, 1, 1, 3, 3, 2, 3, 2, 1, 1, 2, 2, 0],27.24327137388591,25.183682774781943,28.12
[0, 2, 2, 3, 0, 3, 2, 3, 0, 1, 1, 1, 3, 0, 1, 0],32.243423237609875,24.73270746286575,22.0
[0, 3, 1, 3, 1, 3, 0, 0, 0, 2, 1, 2, 1, 1, 3, 0],44.67428955923158,25.573542244260317,21.0
[2, 2, 1, 0, 0, 2, 1, 0, 1, 1, 0, 0, 0, 2, 0, 0],130.3137821991431,21.615756920654732,12.0
[2, 1, 1, 1, 3, 0, 0, 0, 0, 3, 3, 1, 0, 3, 0, 0],66.78925107147866,24.650038352186694,18.0
[2, 1, 0, 3, 2, 3, 3, 0, 1, 0, 2, 0, 3, 1, 3, 0],43.01793140231058,26.743946026895017,22.52
[1, 2, 1, 0, 3, 0, 3, 0, 1, 3, 0, 3, 1, 0, 0, 0],51.92340975682071,22.818424692837493,18.0
[0, 0, 3, 1, 0, 3, 0, 3, 1, 3, 2, 2, 3, 1, 0, 0],47.00262435493797,24.577322530904368,21.54
[3, 3, 2, 0, 0, 2, 3, 2, 2, 2, 2, 0, 2, 2, 1, 0],44.13004493515476,23.673697692989553,25.88
[1, 2, 2, 0, 0, 1, 1, 2, 3, 3, 1, 2, 0, 1, 0, 0],60.85699779144244,24.16655137701815,18.66
[1, 0, 1, 0, 3, 2, 1, 0, 2, 1, 1, 0, 2, 1, 3, 0],57.9156614527901,26.111405954798347,18.0
[0, 1, 2, 2, 0, 1, 0, 1, 2, 3, 1, 0, 1, 0, 2, 0],59.04705054669574,25.014118302424876,16.0
[2, 1, 3, 1, 3, 0, 2, 3, 1, 3, 0, 1, 3, 2, 1, 0],29.40172025448481,24.9031355966627,25.92
[1, 1, 1, 1, 3, 1, 0, 1, 2, 3, 1, 2, 1, 0, 3, 0],39.28791673671873,23.993757341160393,21.0
[1, 2, 2, 2, 0, 1, 0, 1, 2, 1, 3, 1, 3, 2, 3, 0],39.171369567371045,24.552216076127348,23.58
[1, 2, 2, 3, 2, 1, 1, 1, 1, 2, 2, 2, 1, 1, 3, 0],24.15885166569355,23.072003252743517,24.88
[3, 2, 0, 2, 3, 2, 3, 1, 0, 0, 1, 2, 0, 2, 1, 0],48.941812556124944,26.649271928289373,21.06
[3, 0, 3, 1, 3, 3, 2, 1, 0, 0, 2, 3, 2, 1, 2, 0],36.3173492937774,25.361654133636595,25.38
[1, 1, 1, 2, 0, 3, 1, 1, 3, 3, 1, 0, 2, 2, 1, 0],38.50187850321407,24.697710745851577,22.0
[3, 3, 2, 3, 2, 3, 2, 1, 0, 2, 0, 0, 3, 2, 3, 0],37.34322872524831,24.900690757081808,28.12
[2, 2, 3, 0, 1, 3, 1, 2, 0, 3, 2, 1, 3, 3, 2, 0],29.936065604305263,24.620016502686315,27.48
[0, 3, 0, 3, 1, 2, 0, 2, 1, 1, 3, 0, 1, 3, 2, 0],36.667113413937855,25.255440627886948,22.0
[1, 1, 0, 2, 3, 0, 0, 1, 2, 2, 2, 0, 2, 3, 0, 0],47.49073021134058,24.883780155177515,19.0
[3, 3, 2, 3, 0, 1, 1, 2, 2, 3, 3, 3, 0, 3, 1, 0],29.978570990412333,23.66276090766405,28.6
[1, 2, 2, 2, 1, 2, 3, 1, 3, 3, 1, 1, 0, 2, 1, 0],30.04653363339208,24.15983945239313,24.7
[0, 0, 2, 0, 2, 3, 2, 2, 3, 2, 0, 0, 1, 0, 2, 0],58.815134517824376,24.444335899126806,18.8
[0, 3, 3, 2, 0, 0, 3, 0, 1, 0, 1, 3, 1, 0, 0, 0],58.62259797858517,22.541938639650077,17.0
[3, 2, 0, 2, 2, 0, 0, 0, 2, 3, 2, 2, 2, 3, 0, 0],48.81488415303406,25.7790891717,22.7
[1, 3, 0, 1, 3, 0, 0, 1, 2, 3, 0, 2, 2, 3, 3, 0],46.0986413638567,25.63172908561927,23.1
[1, 0, 1, 0, 3, 0, 1, 3, 0, 1, 1, 3, 3, 2, 0, 0],49.57865606124666,24.374072718404697,18.9
[1, 0, 1, 1, 2, 1, 0, 3, 1, 2, 3, 0, 1, 1, 3, 0],50.371564202662995,27.421145737305256,20.0
[1, 3, 0, 0, 1, 3, 1, 2, 1, 0, 1, 1, 0, 0, 2, 0],66.37834799805005,24.10745489367934,16.0
[2, 3, 3, 2, 2, 1, 3, 2, 0, 0, 3, 2, 1, 1, 1, 0],30.42276856711908,26.34636003993662,24.9
[3, 0, 1, 0, 0, 3, 0, 1, 2, 0, 1, 1, 0, 0, 3, 0],93.72897234444143,24.00418516127671,15.0
[2, 1, 0, 2, 0, 3, 3, 2, 2, 0, 3, 1, 2, 0, 1, 0],46.00299742199408,25.3497168937702,21.7
[3, 2, 2, 2, 0, 2, 1, 3, 1, 1, 2, 3, 3, 3, 1, 0],26.022369907380032,25.36593621827234,26.8
[2, 3, 1, 0, 0, 3, 3, 2, 1, 0, 3, 0, 2, 2, 0, 0],58.69111841473083,25.42499281038897,21.7
[3, 1, 0, 3, 0, 0, 3, 0, 0, 3, 3, 3, 0, 2, 1, 0],58.180231372475895,26.436238684175613,21.2
[3, 1, 1, 0, 0, 1, 3, 3, 0, 1, 0, 3, 1, 2, 1, 0],68.73270049059494,25.765061815901834,20.0
[1, 2, 2, 2, 3, 1, 2, 2, 1, 2, 3, 1, 1, 0, 2, 0],25.634109738101074,22.510615533752663,25.0
[2, 2, 3, 1, 3, 0, 2, 1, 1, 0, 1, 2, 3, 2, 3, 0],31.32125228909525,24.194599356526886,25.2
[1, 0, 0, 0, 2, 0, 1, 0, 3, 0, 1, 0, 2, 0, 1, 0],133.4857477639659,23.658890480268433,11.0
[1, 2, 0, 0, 0, 0, 0, 1, 3, 1, 2, 1, 1, 2, 3, 0],135.6501896930726,26.383027062972143,17.0
[3, 0, 2, 1, 1, 3, 3, 1, 3, 1, 2, 2, 3, 3, 0, 0],26.170326406803362,23.45771517777319,27.5
[2, 1, 3, 2, 0, 3, 1, 0, 3, 1, 0, 0, 2, 0, 1, 0],51.50016982550235,24.164381433005236,19.0
[1, 0, 3, 2, 2, 3, 2, 3, 2, 1, 1, 2, 2, 1, 3, 0],28.54636759432093,23.947249082235697,27.6
[1, 1, 2, 1, 2, 1, 1, 1, 3, 1, 3, 1, 0, 3, 2, 0],33.29608662240528,23.3088085033398,23.0
[0, 3, 1, 0, 3, 3, 0, 1, 2, 1, 0, 3, 1, 3, 0, 0],46.57986969164028,26.11606851821066,21.0
[0, 2, 0, 2, 2, 1, 2, 2, 0, 3, 1, 2, 3, 3, 3, 0],36.49126314383646,25.855365469763512,23.9
[2, 2, 0, 3, 0, 1, 2, 0, 3, 0, 2, 0, 0, 0, 1, 0],61.83987345123353,22.86729662850666,16.0
[3, 3, 3, 0, 1, 0, 0, 2, 0, 2, 2, 2, 3, 0, 2, 0],61.39669741465944,23.346113488627417,22.7
[3, 3, 2, 0, 2, 1, 2, 0, 0, 1, 0, 0, 3, 2, 3, 0],66.99395349899336,26.848327870895684,22.0
[1, 3, 1, 2, 0, 0, 2, 3, 2, 0, 3, 2, 1, 3, 3, 0],42.087732334032054,24.065862941615755,25.6
[2, 2, 0, 3, 0, 3, 2, 0, 1, 2, 1, 2, 3, 2, 1, 0],32.47142778105369,24.563927033890693,24.0
[0, 1, 1, 2, 1, 2, 3, 3, 1, 2, 0, 3, 3, 0, 2, 0],37.636982277689164,26.740333162760162,23.5
[0, 0, 2, 3, 0, 3, 2, 3, 2, 2, 3, 3, 0, 3, 0, 0],39.192516840337916,25.01196872402116,25.2
[2, 1, 1, 1, 3, 0, 1, 2, 3, 0, 0, 1, 1, 3, 3, 0],47.38316239797149,25.76759309832862,22.0
[3, 0, 1, 3, 1, 0, 1, 1, 0, 3, 1, 2, 0, 0, 0, 0],55.58214840487445,24.60745997759853,16.0
[3, 2, 1, 0, 0, 1, 0, 1, 2, 3, 0, 2, 2, 1, 2, 0],92.83295649154506,25.861271812666683,20.0
[2, 0, 1, 3, 0, 3, 1, 1, 2, 2, 3, 0, 0, 3, 3, 0],40.106727880446954,23.55681568225139,24.0
[1, 0, 1, 3, 2, 2, 2, 0, 1, 3, 3, 2, 1, 1, 0, 0],35.706500727796765,24.458395665023613,21.3
[1, 0, 0, 2, 3, 0, 3, 0, 0, 2, 2, 0, 3, 1, 1, 0],57.206623967998084,26.762149801895156,18.0
[2, 2, 0, 2, 2, 3, 1, 2, 1, 0, 3, 2, 1, 1, 3, 0],32.61906436713839,23.391007615379877,25.0
[1, 0, 3, 3, 2, 3, 3, 2, 0, 3, 3, 0, 1, 0, 0, 0],39.82194037791547,23.18669377833616,22.2
[3, 1, 2, 1, 2, 1, 2, 1, 0, 1, 0, 2, 2, 3, 0, 0],35.80037316048697,25.94287113426521,21.0
[3, 2, 2, 0, 1, 0, 2, 1, 2, 1, 3, 0, 0, 1, 3, 0],58.77114627029131,26.239856496246954,21.0
[1, 3, 3, 1, 2, 2, 2, 1, 2, 1, 3, 2, 1, 1, 1, 0],24.256311156180676,24.645793918071774,25.8
[2, 1, 2, 2, 0, 2, 0, 1, 1, 2, 1, 3, 3, 3, 1, 0],32.562615944203515,23.58150161120698,22.5
[1, 3, 2, 1, 2, 2, 2, 3, 2, 2, 0, 0, 1, 2, 2, 0],40.601516338931226,23.57884285280361,25.0
[0, 3, 2, 2, 2, 0, 1, 2, 3, 3, 0, 2, 2, 0, 3, 0],31.740952326321196,24.99781351657432,25.0
[1, 2, 0, 1, 2, 3, 3, 0, 2, 0, 2, 1, 1, 0, 0, 0],47.11264953472746,23.94609993174157,17.9
[0, 2, 2, 2, 3, 2, 3, 0, 2, 0, 0, 1, 1, 3, 1, 0],43.654918631358754,25.58622692325069,21.4
[3, 1, 3, 0, 0, 3, 1, 1, 3, 3, 0, 3, 2, 3, 2, 0],38.926817659729224,25.383813306380027,26.8
[0, 2, 3, 1, 3, 1, 0, 2, 0, 2, 0, 1, 1, 1, 3, 0],43.1573231862386,25.81944496621396,19.8
[2, 2, 2, 0, 1, 0, 2, 1, 0, 2, 0, 1, 2, 1, 3, 0],65.8171737741786,25.30670872985712,19.0
[1, 3, 3, 0, 0, 3, 0, 2, 1, 1, 1, 2, 2, 0, 0, 0],47.81463209599626,23.707110494447747,19.0
[3, 2, 3, 0, 2, 2, 1, 0, 2, 1, 1, 0, 3, 1, 0, 0],39.21018231339824,24.995764000957713,21.0
[0, 3, 0, 2, 2, 3, 0, 1, 0, 0, 3, 1, 3, 2, 0, 0],45.97361966110839,25.96729686662875,19.8
[1, 0, 2, 0, 1, 1, 1, 2, 0, 3, 1, 3, 2, 1, 0, 0],55.426392371564376,24.754589353113435,17.7
[0, 3, 1, 0, 3, 0, 1, 2, 1, 3, 2, 1, 1, 0, 3, 0],49.5978752902736,23.333303465086015,21.0
[1, 2, 0, 3, 0, 0, 2, 2, 3, 1, 1, 1, 1, 0, 3, 0],49.03887560875402,24.481496760715622,20.0
[0, 3, 2, 1, 0, 3, 0, 0, 1, 1, 2, 1, 1, 1, 3, 0],45.47820963579626,24.129590037330907,19.0
[3, 1, 2, 0, 0, 3, 1, 2, 1, 2, 0, 0, 3, 2, 3, 0],55.46812594991299,24.41716601824493,23.0
[2, 3, 1, 0, 3, 0, 3, 3, 0, 0, 1, 0, 0, 3, 3, 0],64.30103294715842,25.62354217005518,22.0
[1, 0, 0, 2, 2, 3, 1, 2, 1, 0, 0, 1, 1, 3, 2, 0],72.78684803300379,26.45292123654847,19.0
[2, 3, 0, 2, 3, 3, 3, 3, 1, 3, 3, 2, 1, 1, 0, 0],27.956513723681752,24.961815830226673,27.2
[0, 2, 3, 2, 3, 1, 3, 2, 1, 0, 3, 2, 2, 3, 3, 0],28.445530016861618,23.24284600975536,29.2
[3, 0, 0, 2, 3, 1, 0, 3, 1, 1, 2, 3, 0, 0, 0, 0],55.410297749876555,21.26365785847442,19.0
[1, 2, 0, 2, 1, 2, 1, 1, 2, 0, 1, 2, 0, 2, 0, 0],38.44958177581281,24.885488670627616,17.0
[3, 2, 3, 1, 3, 0, 3, 1, 2, 0, 3, 3, 1, 2, 2, 0],26.373572671742938,23.608972016139987,28.7
[3, 0, 3, 3, 3, 1, 1, 2, 0, 0, 3, 2, 1, 3, 3, 0],31.641932799133894,23.306033429212242,26.9
[2, 3, 3, 1, 0, 3, 1, 0, 1, 2, 2, 1, 2, 3, 1, 0],36.09223815991952,24.07595656483081,24.8
[1, 3, 3, 3, 2, 3, 0, 3, 2, 0, 1, 0, 2, 0, 0, 0],40.3452936587285,23.82007338848166,21.4
[2, 2, 0, 2, 2, 0, 0, 0, 1, 1, 0, 1, 2, 0, 3, 0],82.04637801528928,25.446877131850904,16.0
[1, 1, 2, 0, 0, 2, 3, 0, 2, 1, 2, 1, 2, 0, 3, 0],48.42552376452928,22.155371997472784,20.0
[1, 1, 2, 3, 0, 3, 2, 3, 2, 3, 2, 3, 3, 1, 3, 0],22.88344403642976,22.682218651455457,31.3
[1, 2, 2, 2, 3, 1, 2, 2, 1, 2, 3, 1, 2, 1, 0, 0],23.773113726786015,22.547112462358474,24.8
[0, 3, 3, 1, 3, 0, 2, 2, 1, 3, 3, 2, 1, 0, 2, 0],32.540306745327186,25.369352678007598,25.0
[1, 1, 2, 3, 0, 3, 2, 3, 2, 3, 2, 3, 2, 0, 1, 0],24.716005977995472,24.60341712274197,26.8
[0, 3, 3, 0, 3, 1, 2, 3, 0, 2, 1, 2, 3, 1, 3, 0],31.31387548473223,25.111656602227153,26.5
[2, 3, 0, 2, 3, 3, 3, 3, 1, 3, 2, 1, 0, 0, 2, 0],36.38619573628919,25.030819500533926,25.7
[3, 3, 1, 3, 2, 2, 2, 0, 0, 2, 3, 2, 1, 1, 0, 0],30.847660763078245,26.38563733332783,24.3
[1, 1, 0, 2, 3, 0, 0, 1, 2, 2, 2, 0, 2, 3, 3, 0],52.23454050349111,26.12172772615532,22.0
[3, 2, 2, 2, 1, 1, 3, 2, 1, 3, 3, 1, 0, 1, 0, 0],31.237774752451124,24.734508437598695,25.0
[3, 3, 1, 3, 2, 2, 2, 0, 0, 2, 1, 2, 3, 3, 3, 0],28.12288540753108,23.65571799269463,28.0
[0, 2, 0, 2, 2, 1, 2, 2, 0, 3, 2, 1, 0, 0, 2, 0],45.97338658026497,23.545869088901014,19.0
[0, 1, 1, 2, 1, 2, 3, 3, 1, 2, 0, 3, 3, 0, 1, 0],33.99730850727413,24.114013448271294,22.9
[2, 1, 0, 2, 0, 3, 3, 2, 2, 0, 3, 1, 2, 0, 2, 0],44.64316340910877,26.747758016434137,22.4
[3, 2, 2, 2, 0, 2, 1, 3, 1, 1, 2, 3, 2, 1, 3, 0],27.181249206051103,24.197983470113723,27.6
[1, 0, 3, 2, 2, 3, 2, 3, 2, 1, 1, 2, 3, 3, 1, 0],27.21870070905093,24.361313220361783,27.6
[1, 0, 3, 2, 2, 3, 2, 3, 2, 1, 1, 2, 2, 3, 0, 0],28.47326640427272,26.515803226631807,26.0
[3, 1, 2, 1, 2, 1, 2, 1, 0, 1, 0, 2, 2, 1, 3, 0],37.52800631310256,25.27534429700196,22.0
[0, 2, 3, 1, 3, 1, 0, 2, 0, 2, 0, 1, 1, 1, 3, 0],40.45167845323458,25.34175069984277,19.8
[2, 1, 1, 3, 3, 0, 1, 2, 3, 0, 0, 1, 1, 3, 3, 0],40.87548152573167,25.252440669834517,24.0
[3, 1, 3, 2, 2, 1, 3, 2, 0, 0, 3, 2, 1, 1, 1, 0],30.504081041270062,25.657207016104827,25.0
[2, 3, 3, 0, 0, 3, 1, 1, 3, 3, 0, 3, 2, 3, 2, 0],37.36759608933231,22.70769630002875,28.2
[0, 2, 3, 1, 3, 1, 0, 2, 0, 2, 0, 1, 1, 1, 3, 0],40.64518425992177,24.89791187219614,19.9
[2, 2, 0, 2, 2, 3, 1, 2, 1, 0, 3, 2, 1, 1, 3, 0],32.312600435666624,24.730656833668597,24.9
[0, 2, 2, 2, 3, 2, 3, 0, 1, 3, 3, 2, 1, 1, 0, 0],26.46857580103589,22.1062654379842,24.8
[1, 0, 1, 3, 2, 2, 2, 0, 2, 0, 0, 1, 1, 3, 1, 0],51.3423578597906,26.14680134410898,18.8
[1, 0, 3, 3, 2, 3, 3, 2, 0, 3, 3, 3, 1, 2, 2, 0],26.98065214414091,23.714718653053048,28.8
[3, 2, 3, 1, 3, 0, 3, 1, 2, 0, 3, 0, 1, 0, 0, 0],39.218074169244446,23.24541587779104,21.6
[0, 3, 3, 2, 3, 1, 3, 2, 1, 0, 3, 2, 2, 3, 3, 0],28.423270388025657,23.954695001132116,29.6
[0, 2, 0, 2, 2, 3, 0, 1, 0, 0, 3, 1, 3, 2, 0, 0],47.75192765768521,25.93222679707739,18.7
[1, 0, 3, 2, 2, 3, 2, 3, 2, 1, 1, 2, 0, 2, 1, 0],30.827466289442803,24.144708937148486,24.4
[1, 2, 2, 2, 1, 2, 3, 1, 3, 3, 1, 1, 2, 1, 3, 0],23.840273551743646,22.572436752323558,27.9
[1, 3, 3, 1, 2, 3, 0, 3, 2, 0, 1, 0, 2, 0, 0, 0],41.6737685492363,23.27976654885179,20.8
[1, 3, 3, 3, 2, 2, 2, 1, 2, 1, 3, 2, 1, 1, 1, 0],23.916552990783202,25.169159404222565,26.3
[3, 0, 0, 2, 0, 3, 0, 1, 3, 3, 0, 2, 2, 0, 3, 0],59.08794121238543,24.791145718533397,22.0
[0, 3, 2, 2, 2, 0, 1, 2, 0, 3, 3, 3, 1, 1, 2, 0],33.258326819232,24.158126687220797,23.7
[0, 1, 1, 1, 2, 1, 2, 2, 2, 2, 0, 2, 0, 3, 0, 0],45.20414664736977,26.336464528131494,19.0
[3, 3, 1, 2, 2, 0, 2, 1, 0, 3, 2, 1, 2, 0, 3, 0],30.266961190002945,23.65766930301132,25.0
[0, 1, 1, 2, 1, 2, 3, 3, 1, 2, 0, 3, 3, 3, 2, 0],34.10893354786474,25.63165505832668,24.3
[1, 1, 2, 1, 2, 1, 1, 1, 3, 1, 3, 1, 0, 0, 2, 0],37.60671894906214,24.74854656632099,20.0
[1, 0, 1, 3, 2, 2, 2, 1, 3, 3, 1, 1, 0, 2, 1, 0],38.02729263474712,24.69519519479099,22.7
[1, 2, 2, 2, 1, 2, 3, 0, 1, 3, 3, 2, 1, 1, 0, 0],25.094002772336047,22.6258523791307,23.8
[1, 1, 1, 1, 2, 1, 2, 2, 0, 3, 2, 1, 2, 0, 3, 0],34.67372927924083,24.76402992664449,22.0
[0, 1, 1, 3, 3, 0, 3, 2, 3, 3, 0, 0, 1, 1, 3, 0],45.557717548644526,25.125990458466994,23.3
[2, 3, 0, 2, 3, 2, 3, 0, 2, 0, 0, 1, 1, 3, 1, 0],43.420127323757825,24.72465731736815,22.7
[0, 2, 2, 2, 3, 3, 3, 3, 1, 3, 3, 2, 1, 1, 0, 0],26.317809311313123,23.6497793193602,26.8
[0, 1, 1, 1, 2, 1, 2, 2, 0, 2, 2, 0, 3, 1, 1, 0],37.847824479403116,24.90312671655039,19.0
[3, 0, 0, 2, 3, 0, 3, 0, 0, 3, 2, 1, 2, 0, 3, 0],45.91029704280359,26.660411974564965,22.0
[3, 0, 0, 2, 3, 1, 0, 3, 1, 1, 2, 3, 3, 1, 3, 0],42.038774226214706,25.996166266077733,25.0
