[4, 4, 2, 4, 3, 3, 4, 3, 1, 3, 3, 3, 2, 1, 1, 0],24.82744590300266,23.152048824870164,33.3,-4.604097649740325
[3, 1, 4, 3, 2, 1, 1, 3, 3, 1, 4, 3, 3, 1, 2, 0],23.415372179665997,23.304841317640133,31.3,-2.909682635280266
[4, 2, 3, 1, 3, 2, 3, 2, 2, 1, 2, 1, 2, 1, 1, 0],24.809545345530733,26.237456195595506,28.6,-6.074912391191013
[1, 2, 4, 4, 1, 4, 2, 3, 3, 3, 3, 3, 3, 3, 1, 0],22.62120083737151,20.37703919774883,34.1,0.14592160450234104
[1, 1, 4, 1, 4, 4, 1, 1, 1, 4, 3, 2, 2, 1, 4, 0],23.605789723664103,25.024506312092836,30.6,-5.649012624185673
[4, 1, 2, 4, 2, 2, 2, 4, 2, 3, 4, 3, 1, 1, 2, 0],24.491340798807112,21.720346917497356,33.2,-1.640693834994714
[3, 2, 4, 1, 4, 4, 3, 2, 2, 1, 4, 4, 3, 3, 4, 0],24.454300986395317,21.14599788131352,35.6,-2.8919957626270403
[4, 3, 2, 1, 1, 1, 1, 1, 4, 2, 4, 4, 1, 3, 2, 0],23.823900828990144,35.58046164533635,30.8,-26.9609232906727
[3, 3, 1, 3, 1, 2, 1, 4, 4, 2, 2, 4, 4, 1, 3, 0],24.440497594241677,23.287493837460357,33.2,-4.774987674920716
[4, 2, 1, 1, 2, 1, 1, 1, 4, 1, 4, 2, 2, 3, 1, 0],24.806361685489428,31.480914452524452,28.9,-16.861828905048903
[4, 4, 1, 4, 2, 2, 3, 1, 2, 1, 4, 1, 4, 4, 3, 0],25.241553298342684,25.43146089502477,33.6,-9.462921790049542
[1, 3, 1, 3, 1, 4, 4, 3, 4, 1, 3, 1, 1, 2, 1, 0],24.117810235377,25.087759499783342,29.4,-4.5755189995666825
[4, 3, 3, 4, 4, 4, 4, 4, 4, 1, 3, 1, 2, 3, 4, 0],23.590284294360703,21.237500413693624,36.9,-4.375000827387247
[4, 3, 1, 3, 2, 3, 2, 1, 2, 3, 3, 4, 1, 4, 3, 0],23.37350001262491,22.186726758227,35.7,-5.073453516454002
[1, 3, 2, 2, 2, 4, 4, 2, 4, 1, 3, 2, 4, 2, 4, 0],23.035309208017225,19.082478768167753,34.7,2.1350424636644902
[2, 2, 3, 1, 4, 3, 1, 1, 2, 1, 4, 1, 1, 1, 3, 0],24.58249756731455,23.920005743492116,28.7,-1.5400114869842305
[3, 2, 3, 3, 3, 1, 1, 4, 3, 3, 2, 4, 3, 1, 2, 0],23.45004785756457,20.270027167122684,33.2,1.2599456657546284
[1, 2, 4, 4, 4, 2, 4, 2, 1, 1, 3, 4, 2, 2, 1, 0],23.159198272868714,24.852742866857902,30.7,-5.405485733715803
[3, 4, 3, 3, 2, 4, 2, 1, 3, 2, 2, 2, 1, 3, 2, 0],24.169491739137122,22.427018286697145,33.4,-3.2540365733942878
[4, 1, 1, 3, 3, 1, 3, 3, 4, 2, 2, 1, 3, 1, 1, 0],24.25802480633728,25.875699303434033,30.6,-7.351398606868067
[4, 2, 3, 4, 1, 2, 4, 1, 4, 1, 4, 4, 3, 4, 2, 0],23.43453858173405,20.61953366477503,36.4,-2.639067329550059
[1, 1, 3, 1, 2, 1, 3, 3, 4, 1, 1, 1, 4, 4, 4, 0],25.391452312334742,31.727899018714208,27.6,-16.055798037428417
[4, 1, 3, 3, 2, 1, 3, 3, 1, 4, 3, 2, 2, 3, 3, 0],22.794626280934274,20.23106434727648,36.5,-1.962128694552959
[1, 1, 3, 1, 4, 3, 4, 3, 2, 2, 1, 3, 2, 3, 4, 0],23.451071724098906,23.29512983720714,31.7,-3.2902596744142762
[4, 4, 3, 4, 2, 2, 2, 2, 2, 1, 1, 1, 4, 2, 2, 0],23.43512995699365,24.796059289127744,32.6,-7.192118578255489
[1, 4, 4, 2, 4, 3, 1, 4, 4, 3, 2, 2, 2, 3, 2, 0],24.491632830820453,25.397774478667753,33.8,-9.595548957335502
[2, 1, 4, 2, 2, 3, 3, 2, 3, 2, 3, 1, 3, 2, 3, 0],23.907633878643548,20.75492709746397,34.1,-0.6098541949279408
[3, 2, 3, 3, 1, 4, 4, 3, 2, 1, 4, 4, 4, 3, 2, 0],26.224851589387423,22.826473052080516,31.9,-2.5529461041610304
[4, 1, 4, 3, 4, 2, 3, 3, 3, 3, 2, 2, 3, 3, 3, 0],24.59880421778145,21.147495487137594,35.3,-2.594990974275184
[1, 4, 3, 4, 1, 3, 4, 2, 4, 4, 3, 1, 4, 1, 1, 0],24.373353481415226,26.74218008288286,32.4,-10.88436016576572
[4, 4, 2, 2, 4, 4, 3, 3, 3, 2, 1, 2, 2, 2, 4, 0],26.082639689501065,27.015211876632083,34.8,-13.830423753264164
