[1, 2, 2, 2, 3, 2, 2, 3, 2, 2, 3, 3, 1, 2, 1, 0],20.79344060804004,24.5867656422872,29.74,78.67311878391992
[0, 1, 3, 3, 3, 1, 0, 1, 2, 3, 0, 1, 1, 0, 1, 0],44.3015003280576,24.78528940614196,18.66,42.736999343884804
[3, 0, 2, 3, 2, 2, 3, 3, 0, 1, 1, 1, 1, 0, 3, 0],30.736708777365575,24.146355063415886,24.48,64.04658244526884
[0, 0, 1, 3, 3, 1, 3, 0, 1, 3, 0, 2, 3, 3, 1, 0],46.35593845465562,26.63488335471915,22.64,34.648123090688756
[1, 3, 3, 1, 1, 3, 2, 1, 1, 2, 0, 0, 2, 1, 2, 0],39.06777885916717,25.250807842208445,22.98,48.884442281665656
[2, 2, 0, 3, 3, 3, 0, 3, 2, 0, 3, 0, 3, 3, 3, 0],32.40715819797105,25.542203772181946,27.9,57.2856836040579
[3, 0, 3, 1, 3, 0, 2, 1, 2, 1, 3, 0, 1, 3, 1, 0],31.22917244610614,24.678989359951586,24.0,63.54165510778772
[3, 1, 2, 1, 2, 0, 3, 1, 3, 2, 2, 0, 0, 1, 1, 0],40.042556767226706,24.437561669725643,21.86,48.05488646554659
[1, 1, 0, 2, 2, 2, 2, 0, 0, 3, 3, 3, 2, 0, 2, 0],41.84833218240517,24.801986148725856,21.8,44.50333563518966
[1, 2, 2, 0, 1, 0, 0, 2, 2, 1, 2, 0, 1, 2, 0, 0],68.77732839679794,24.62699177416873,16.0,-3.554656793595882
[3, 3, 1, 1, 2, 3, 2, 0, 2, 0, 1, 2, 1, 0, 0, 0],41.43658252593803,23.40533593605845,21.0,46.12683494812394
[3, 0, 0, 0, 1, 1, 2, 0, 3, 0, 3, 2, 1, 2, 1, 0],90.48388825731418,24.419926790232967,19.0,-49.967776514628355
[3, 2, 2, 2, 2, 2, 2, 0, 0, 3, 0, 3, 2, 1, 2, 0],28.85137288853135,24.662074702441668,25.98,66.3172542229373
[2, 2, 2, 1, 0, 0, 3, 1, 2, 3, 3, 2, 2, 3, 3, 0],44.29651990040537,24.85327516494046,27.68,33.72696019918926
[3, 2, 0, 0, 0, 2, 0, 1, 3, 3, 2, 2, 0, 1, 3, 0],85.45289209762262,24.79482112904837,21.66,-42.56578419524524
[0, 1, 3, 0, 1, 0, 1, 3, 0, 1, 2, 3, 1, 3, 3, 0],52.71214802152407,24.924737826956903,21.32,23.255703956951855
[2, 0, 1, 2, 2, 2, 2, 1, 3, 0, 0, 0, 0, 2, 2, 0],64.59173190400665,24.44465771802534,18.98,1.8365361919866992
[3, 2, 2, 3, 1, 2, 1, 2, 3, 3, 2, 3, 0, 2, 3, 0],22.12047132217395,23.143414817113065,31.46,74.29905735565208
[2, 2, 3, 2, 3, 1, 1, 3, 0, 2, 0, 2, 0, 3, 0, 0],30.218187077292292,23.930341858711866,23.5,66.06362584541542
[0, 3, 3, 1, 2, 3, 1, 3, 1, 3, 2, 1, 3, 2, 0, 0],26.884619348539154,23.650275225326233,27.64,68.59076130292169
[2, 0, 1, 0, 0, 1, 3, 2, 1, 0, 0, 3, 0, 0, 2, 0],93.82232544785354,25.900114683887445,15.0,-52.64465089570709
[1, 0, 1, 3, 3, 3, 0, 0, 1, 2, 1, 0, 1, 2, 3, 0],52.96545889303064,25.89704793263039,19.94,24.129082213938712
[0, 3, 0, 1, 0, 1, 1, 0, 3, 2, 2, 3, 3, 2, 1, 0],65.39972370022099,24.175975376993136,20.98,-1.7794474004419776
[1, 2, 0, 0, 2, 2, 0, 2, 2, 2, 1, 3, 1, 3, 3, 0],51.401760440716515,24.67597575753197,23.36,23.83647911856697
[2, 0, 1, 2, 0, 2, 1, 3, 0, 3, 2, 0, 0, 1, 3, 0],49.805445555375016,24.628436383648612,20.0,30.389108889249968
[3, 0, 0, 2, 0, 2, 2, 3, 3, 0, 2, 2, 3, 2, 3, 0],49.99075399895657,25.583489470364903,25.76,24.258492002086857
[2, 0, 2, 3, 1, 3, 1, 3, 0, 3, 1, 1, 0, 2, 3, 0],33.66857144419122,24.429482751298895,24.74,57.92285711161756
[0, 2, 1, 0, 1, 1, 0, 2, 1, 3, 3, 1, 2, 0, 2, 0],66.26342329808256,23.83373484857389,18.88,-1.4068465961651135
[1, 0, 1, 2, 3, 1, 2, 3, 0, 3, 3, 3, 2, 0, 0, 0],38.071860927264495,23.28633943632248,22.6,51.25627814547101
[0, 3, 2, 3, 0, 2, 1, 2, 3, 0, 2, 2, 2, 2, 1, 0],29.171630080847606,24.333122290355103,25.0,66.65673983830479
[0, 1, 3, 0, 1, 2, 0, 2, 2, 2, 2, 1, 3, 1, 2, 0],40.1358796240195,24.813949785199924,22.0,47.728240751960996
[1, 2, 2, 2, 1, 0, 3, 2, 2, 3, 2, 2, 0, 1, 3, 0],30.781609187784643,23.870060066457235,25.72,62.71678162443072
[0, 1, 3, 0, 1, 1, 0, 0, 0, 0, 3, 1, 1, 0, 3, 0],104.1425799487723,27.152528708041295,14.0,-72.28515989754459
[2, 3, 1, 3, 1, 3, 2, 2, 3, 3, 3, 3, 2, 1, 1, 0],21.502695349788514,24.201175796988363,30.92,76.07460930042298
[2, 2, 1, 3, 3, 2, 3, 3, 2, 0, 2, 3, 0, 0, 0, 0],36.97386571821674,21.189402105827266,24.84,51.21226856356651
[0, 2, 2, 3, 0, 0, 0, 2, 0, 3, 2, 2, 1, 1, 1, 0],56.24184311703013,24.786005736901707,19.0,18.516313765939742
[2, 3, 2, 2, 3, 3, 3, 0, 1, 2, 1, 0, 0, 3, 1, 0],39.377769999169246,23.486364937461566,24.74,46.50446000166151
[3, 2, 2, 1, 0, 0, 0, 1, 0, 0, 1, 2, 2, 1, 1, 0],123.72678408591054,25.50470245278299,16.0,-113.45356817182108
[1, 0, 0, 2, 3, 3, 3, 1, 2, 2, 0, 3, 0, 0, 0, 0],61.7411335981932,23.511636268244388,18.36,8.157732803613598
[0, 0, 0, 3, 3, 3, 3, 1, 1, 3, 2, 3, 2, 1, 0, 0],56.146901773741426,25.64319844735207,22.06,15.646196452517149
[3, 3, 3, 3, 2, 3, 1, 1, 3, 3, 1, 1, 2, 3, 3, 0],21.447953734191415,23.064608311881592,33.46,73.64409253161716
[1, 1, 2, 1, 0, 0, 0, 2, 1, 3, 3, 3, 3, 1, 1, 0],69.12474577138111,23.472370571575674,20.52,-8.769491542762228
[2, 3, 0, 3, 3, 3, 2, 1, 2, 0, 1, 2, 2, 1, 1, 0],29.63399349654803,25.366711783837154,24.16,66.57201300690394
[1, 1, 2, 2, 3, 0, 1, 2, 3, 3, 1, 0, 0, 1, 1, 0],46.58362530962272,23.71679844899339,20.6,36.23274938075456
[2, 3, 1, 1, 1, 0, 1, 0, 2, 3, 2, 0, 3, 3, 3, 0],55.31297998950507,25.097363411186777,24.02,15.354040020989867
[3, 2, 3, 3, 3, 1, 0, 1, 2, 2, 3, 3, 1, 2, 3, 0],27.597215693903546,23.97902600740524,29.88,64.9255686121929
[2, 2, 3, 1, 3, 3, 1, 2, 1, 3, 0, 3, 3, 0, 1, 0],24.531987206409227,23.79276309810013,27.58,73.35602558718155
[1, 1, 0, 1, 2, 3, 3, 2, 1, 3, 3, 2, 0, 3, 1, 0],41.36777089752823,25.20051538237198,25.22,42.04445820494354
[1, 2, 2, 1, 0, 0, 1, 3, 0, 2, 3, 1, 2, 0, 3, 0],56.680498634274244,23.981935656298965,21.0,15.639002731451512
[3, 2, 0, 1, 0, 3, 3, 0, 2, 2, 0, 3, 2, 2, 1, 0],45.80970876135875,24.55752624006647,24.0,34.3805824772825
[3, 2, 2, 3, 0, 3, 2, 1, 0, 3, 0, 3, 1, 0, 1, 0],32.28398739901736,24.056014230711934,23.94,61.492025201965276
[1, 3, 1, 0, 2, 0, 2, 3, 1, 2, 2, 3, 0, 0, 1, 0],52.253426564776134,24.617617555499436,21.0,24.49314687044773
[3, 2, 1, 3, 0, 1, 2, 2, 1, 3, 1, 3, 0, 3, 3, 0],29.59787575657149,23.940948860815887,27.82,62.98424848685702
[1, 1, 2, 3, 3, 3, 2, 2, 1, 2, 1, 0, 1, 1, 1, 0],33.29913641486848,24.095463731594062,22.1,61.30172717026304
[3, 2, 0, 2, 3, 2, 2, 3, 2, 3, 3, 1, 2, 2, 2, 0],26.26898885161316,24.51255202663053,31.1,66.36202229677369
[0, 2, 0, 2, 3, 1, 2, 2, 1, 0, 2, 3, 1, 1, 1, 0],37.803188851302735,25.190223883281288,20.96,53.43362229739453
[0, 3, 1, 2, 2, 1, 3, 3, 1, 2, 1, 2, 3, 1, 2, 0],28.341456985302038,24.466021840621195,26.78,66.53708602939592
[2, 1, 0, 1, 2, 1, 3, 1, 2, 0, 3, 1, 3, 3, 0, 0],43.61293321225515,24.943533723565437,22.6,40.1741335754897
[0, 0, 3, 2, 0, 3, 1, 3, 0, 2, 1, 2, 2, 1, 3, 0],40.100773188387286,24.76516967863404,23.0,46.79845362322543
[2, 1, 3, 1, 3, 2, 3, 3, 1, 0, 0, 2, 2, 2, 3, 0],40.294141804671675,25.44101807306402,27.16,42.251716390656654
[3, 2, 2, 0, 3, 2, 2, 3, 0, 0, 3, 3, 0, 2, 1, 0],34.65787582363517,25.028613832355035,25.66,55.02424835272966
[3, 0, 3, 1, 2, 2, 2, 1, 2, 2, 0, 1, 3, 0, 2, 0],30.56925557937727,25.11534662662494,24.0,64.86148884124546
[0, 1, 2, 1, 3, 2, 0, 1, 0, 2, 2, 1, 2, 1, 0, 0],37.92929896043574,24.603512650700807,18.0,56.141402079128525
[2, 2, 2, 3, 1, 2, 0, 3, 3, 1, 1, 1, 3, 1, 2, 0],25.938301896943926,23.81939939752603,26.94,71.18339620611215
[0, 0, 1, 1, 3, 2, 1, 1, 2, 3, 1, 1, 1, 0, 1, 0],52.67592038659255,25.200920319804126,18.0,26.648159226814897
[3, 2, 0, 2, 0, 3, 3, 0, 2, 1, 0, 3, 3, 1, 0, 0],42.57309466477299,24.6988725537292,23.0,41.853810670454024
[1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 3, 1, 0],322.0261549449853,20.31856808761896,7.0,-501.0523098899706
[3, 2, 3, 2, 0, 2, 1, 3, 1, 3, 3, 1, 1, 0, 0, 0],36.54873155774333,21.99104902819201,24.4,52.50253688451334
[3, 2, 2, 2, 3, 3, 3, 3, 3, 0, 3, 0, 1, 0, 2, 0],27.05531184547406,24.083560903405072,27.96,67.92937630905189
